"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.577868375E0,-1.899367871E-1,-1.831321630E0,2.092962896E0
6.597788375E0,2.346663643E0,-4.200581253E-1,-1.074810550E0
6.617707375E0,3.770662675E0,1.852520710E0,-1.856349467E0
6.637626375E0,3.625652019E0,2.030498845E0,-8.254269484E-1
6.657546375E0,2.651069689E0,7.608022785E-1,-2.262229264E-1
6.677465375E0,2.968661354E-1,1.393859267E-2,2.679556008E-1
6.697384375E0,2.332457978E-1,-2.052817082E-1,5.246596970E-2
6.717304375E0,2.705877688E0,-2.734567344E-2,-1.519119052E-1
6.737223375E0,2.513567151E0,1.287527651E0,3.303314316E-1
6.757142375E0,2.451574678E0,7.980601519E-1,8.036880970E-2
6.777062375E0,3.444514926E0,-1.365031909E0,1.928481889E-1
6.796981375E0,6.307096240E0,-3.763700688E0,-8.096685561E-1
6.816900375E0,5.401436795E0,-3.082168527E0,-2.557782626E-1
6.836820375E0,2.434222627E0,-2.381880253E0,-7.944179213E-1
6.856739375E0,-2.230825623E0,-3.364914148E0,6.307110858E-1
6.876658375E0,-4.729039447E0,-3.229110811E0,1.010332280E0
6.896578375E0,-4.418307005E0,-1.955177352E0,4.593208627E-1
6.916497375E0,-5.809389430E0,-2.223891410E0,5.580896907E-1
6.936416375E0,-8.605388206E0,-2.586887727E0,1.403896744E0
6.956336375E0,-8.302134061E0,-2.757750385E0,1.666318028E0
6.976255375E0,-6.344243601E0,-2.088468726E0,1.252311040E0
6.996174375E0,-2.594218381E0,-7.895080143E-1,3.499862623E-1
7.016094375E0,1.126127542E0,-3.402056247E-1,-5.896519375E-1
7.036013375E0,4.299996490E0,-2.098682642E-2,-1.583703011E0
7.055932375E0,4.970233877E0,2.176505574E0,-1.073553618E0
7.075852375E0,1.680789741E0,3.796253892E0,3.456333026E-1
7.095771375E0,-1.801033053E-1,4.258882086E0,8.535207000E-1
7.115690375E0,-1.155798068E0,3.914885126E0,1.194591713E0
7.135610375E0,-1.557080491E0,3.021531147E0,1.289749593E0
7.155529375E0,-2.082361894E0,2.062836871E0,1.131806065E0
7.175448375E0,-3.270676328E0,1.057641444E0,9.607270601E-1
7.195368375E0,-3.412337699E0,6.125736076E-1,1.019077302E0
7.215287375E0,-2.946901964E0,2.015862095E0,1.666671638E0
7.235206375E0,-2.210085841E0,3.691508625E0,2.208697712E0
7.255126375E0,-1.186751766E0,4.820596027E0,1.131373956E0
7.275045375E0,-1.250013377E0,3.781440555E0,-1.652477815E0
7.294964375E0,5.129966944E-2,5.171511412E-2,-5.499509804E0
7.314884375E0,5.824614995E0,-8.240705552E0,-1.873644361E0
7.334803375E0,6.198373697E0,-1.015258369E1,-1.320590147E0
7.354722375E0,2.964650310E0,-3.931919820E0,-3.629662625E0
7.374642375E0,2.176762559E0,1.034100553E0,-5.427749265E0
7.394561375E0,4.952526169E0,1.210150861E0,-9.715601966E-2
7.414480375E0,6.898990585E0,-5.214112471E0,-9.410406545E-1
7.434400375E0,2.268306275E0,-9.190975159E0,5.292400256E0
7.454319375E0,-4.053433147E0,-3.362265360E0,4.805898758E0
7.474238375E0,-7.244323633E0,2.787743677E0,2.133700447E0
7.494158375E0,-6.996139734E0,2.612113200E0,6.042755315E-1
7.514077375E0,-5.984372621E0,2.148489225E0,1.440276804E0
7.533996375E0,-3.455632237E0,1.671184520E0,1.471893576E0
7.553916375E0,-2.665711410E0,7.880450410E-1,1.898100049E0
7.573835375E0,-2.814326874E0,-1.040252994E0,4.188827180E0
7.593754375E0,-2.948010596E0,-2.353508978E0,3.544261993E0
7.613674375E0,-2.825535986E0,-3.182212633E-1,2.109254408E0
7.633593375E0,7.178011968E-1,2.289171479E0,6.809819376E-1
7.653512375E0,2.281475082E0,1.567021050E0,-9.745343828E-1
7.673432375E0,2.765520750E0,6.982440877E-1,-1.235120226E0
7.693351375E0,1.481440617E0,2.243272006E0,-1.469169066E0
7.713270375E0,5.750486260E-1,3.413925510E0,-7.495778172E-1
7.733190375E0,6.278167140E-1,2.699262441E0,1.168522925E0
7.753109375E0,1.369318065E0,-5.894063544E-1,2.431260574E0
7.773028375E0,1.287201230E0,-2.827943870E0,2.020713530E0
7.792948375E0,1.443823286E0,1.247444987E-2,-2.952715266E-1
7.812867375E0,1.538405069E0,2.604710040E0,-1.667998956E0
