"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.947066250E0,-1.828887910E-1,-1.279146552E0,1.218214035E0
6.966985249E0,-3.324842751E-1,6.814905256E-2,1.692634821E0
6.986903250E0,-5.052735806E-1,9.334980249E-1,1.828338265E0
7.006822250E0,-3.706613779E-1,-1.499733031E-1,1.840632558E0
7.026741249E0,-4.326950312E-1,-9.068821073E-1,1.429110289E0
7.046660250E0,-2.176650316E-1,-1.040926456E0,1.437212586E0
7.066579250E0,-3.056485578E-2,-1.008897424E0,1.683558822E0
7.086497250E0,-2.516503632E-1,-4.492543340E-1,1.854212761E0
7.106416250E0,-1.110662937E0,-7.724764347E-1,1.258770227E0
7.126335250E0,-1.762563109E0,-1.151988864E0,8.409087658E-1
7.146254250E0,-1.888595104E0,-2.058627158E-1,1.038588166E0
7.166173249E0,-1.362552881E0,6.264693737E-1,4.964864254E-1
7.186091250E0,-1.027810480E-2,-1.863687485E-1,-4.563750625E-1
7.206010249E0,6.497991085E-1,-4.471924007E-1,-9.996372461E-1
7.225929250E0,-4.875905812E-1,-3.210407794E-1,3.612944484E-2
7.245848250E0,-8.143032193E-1,-3.481901884E-1,2.381522954E-1
7.265767250E0,-1.342348456E-1,-1.807733774E-1,-3.861991316E-2
7.285685250E0,1.654095799E-1,-5.344335437E-1,-6.041157842E-1
7.305604250E0,-2.942044474E-2,-1.039578095E-1,-1.982623339E-1
7.325523250E0,-1.342739910E-1,-1.943967789E-1,-3.757302463E-2
7.345442249E0,-1.364729460E-2,-2.530040145E-1,-4.579047859E-2
7.365361250E0,4.746273533E-2,-9.468888491E-2,-8.258149028E-2
7.385279250E0,-1.349576749E-2,1.400314271E-2,-9.209614992E-2
7.405198250E0,-3.207656741E-2,4.520457238E-2,-7.045771927E-2
7.425117250E0,1.295628306E-2,2.910140343E-2,-3.971582651E-2
7.445036250E0,7.817250676E-3,2.082568035E-2,-8.575463668E-3
7.464955250E0,-1.491094474E-2,6.707251817E-2,1.376716048E-2
7.484873250E0,-2.340160310E-2,1.285724491E-1,2.664695680E-2
7.504792250E0,-2.600479871E-2,1.892387420E-1,3.913507611E-2
7.524711250E0,2.681535203E-3,2.265430540E-1,4.564359039E-2
7.544630249E0,1.807189919E-2,2.345431745E-1,2.033048309E-2
7.564549250E0,4.422540660E-4,2.036400437E-1,1.195219345E-2
7.584467249E0,1.740661450E-2,1.926532090E-1,2.111026458E-2
7.604386250E0,1.599271223E-2,4.638121724E-1,2.798156440E-1
7.624305250E0,-1.677494943E-1,6.254069209E-1,5.993946791E-1
